Òèðàæ;Øàð 1;Øàð 2;Øàð 3;Øàð 4;Øàð 5;Øàð 6;Øàð 7;Øàð 8;Øàð 9;Øàð 10;Øàð 11;Øàð 12;Øàð 13;Øàð 14;Øàð 15;Øàð 16;Øàð 17;Øàð 18;Øàð 19;Øàð 20
327;32;43;45;5;40;11;1;6;44;24;25;36;3;12;55;47;27;38;51;37
328;25;30;59;39;23;9;5;6;21;17;40;26;53;33;52;8;55;57;11;43
329;9;29;19;53;35;28;58;47;43;15;55;36;51;1;25;17;50;34;42;46
330;58;11;38;24;39;35;8;10;51;32;15;31;37;46;48;7;16;29;17;23
331;26;25;24;41;30;42;38;8;29;52;21;34;57;4;59;16;18;27;54;13
332;39;17;1;51;40;28;56;4;6;41;10;50;45;59;19;33;43;23;15;2
333;19;6;11;46;56;9;52;57;39;29;47;21;44;4;23;13;40;31;16;25
334;35;6;4;44;24;58;59;45;15;38;53;49;19;46;14;16;32;47;23;1
335;60;27;8;52;48;55;34;7;57;17;12;50;41;26;5;4;28;38;39;58
336;56;44;25;22;16;18;57;27;47;23;7;15;30;35;11;1;31;19;53;24
337;12;4;47;52;55;16;60;48;14;28;45;29;13;5;50;49;27;44;51;36
338;56;31;4;3;50;14;20;5;40;24;49;21;1;41;38;54;39;19;43;59
339;49;26;35;47;12;21;34;31;37;56;48;6;5;8;7;60;25;15;24;32
340;24;30;58;57;52;9;7;49;8;12;14;19;17;35;4;41;48;56;2;53
341;48;49;5;35;26;53;44;39;29;6;20;42;59;17;31;32;30;50;3;45
342;48;13;5;2;1;59;45;12;15;20;14;27;7;57;38;21;44;34;6;51
343;19;5;32;24;56;36;43;11;54;8;33;16;26;14;29;37;31;20;17;12
344;18;20;49;41;60;5;26;12;42;32;24;13;46;59;53;54;44;33;14;45
345;45;49;4;34;10;55;46;19;44;21;42;39;60;16;40;6;33;3;50;11
346;54;22;10;19;9;50;6;30;53;32;41;11;5;42;38;24;4;58;12;8
347;31;39;26;42;45;35;43;40;10;4;7;58;9;25;8;5;2;37;48;17
348;43;28;35;19;3;25;42;60;5;55;58;37;24;47;59;15;50;18;9;40
349;49;34;39;29;21;13;7;57;50;30;28;33;26;45;16;38;46;6;40;58
350;33;3;60;19;23;30;49;36;14;46;56;59;50;12;18;21;22;35;53;37
351;15;16;6;27;41;17;60;56;23;42;55;10;33;54;1;39;5;50;19;11
352;60;32;41;17;36;7;1;6;25;27;50;18;51;4;21;24;16;34;45;48
353;32;9;5;1;26;25;49;23;30;34;27;33;57;2;24;29;44;60;15;21
354;27;10;55;32;42;40;19;38;35;57;30;17;33;29;21;3;8;15;28;14
355;35;20;43;29;5;58;27;22;52;53;56;59;24;44;1;33;47;26;45;34
356;25;4;20;36;17;34;46;40;49;1;27;35;45;43;33;12;44;13;37;51
357;15;29;17;56;8;40;48;12;35;25;43;39;33;1;37;32;50;49;55;20
358;37;49;34;6;40;28;52;39;51;33;4;42;21;5;45;41;46;18;35;16
359;58;56;33;31;41;21;10;35;15;36;9;48;8;14;7;49;59;46;47;18
360;59;15;53;56;60;13;27;8;42;24;18;48;5;33;57;25;1;3;26;7
361;8;3;15;41;49;22;31;53;4;46;35;19;58;47;52;39;45;5;48;25
362;57;14;2;33;45;13;60;10;49;4;24;47;28;29;9;43;41;27;31;37
363;48;8;13;50;38;60;56;49;37;54;6;23;11;33;43;36;44;42;40;51
364;36;31;18;59;52;9;53;51;58;45;30;34;22;42;54;44;10;6;35;27
365;39;8;22;56;32;48;42;9;16;23;2;57;36;52;30;25;35;24;21;18
366;27;49;41;10;31;40;55;33;50;1;3;13;39;53;18;17;46;32;36;60
367;3;33;10;16;12;44;43;55;47;23;20;22;17;48;40;41;34;15;37;49
368;33;59;51;41;31;6;13;23;3;8;21;27;11;50;54;42;40;24;56;44
369;14;36;32;55;7;45;18;2;43;3;24;15;31;19;16;9;5;17;51;26
370;48;54;35;56;9;42;27;13;41;5;7;17;24;39;19;32;47;52;55;11
371;34;12;40;22;4;57;24;3;27;2;49;10;36;58;30;50;15;33;21;29
372;3;9;55;50;13;18;11;24;28;56;47;48;27;60;45;40;12;23;31;5
373;37;16;13;31;8;14;39;26;42;20;9;11;5;35;34;29;38;4;7;32
374;40;20;35;38;48;18;8;13;53;54;58;12;2;32;45;25;55;15;49;11
375;47;12;38;39;8;14;23;17;51;35;15;20;55;7;58;10;16;26;28;27
376;30;34;31;17;15;47;59;53;55;56;23;48;60;20;1;2;58;52;40;18
377;51;38;20;49;55;26;19;31;8;10;14;54;11;34;13;32;41;37;47;28
378;15;44;27;12;14;9;21;60;45;8;2;11;32;39;36;24;3;35;29;6
379;36;40;15;51;59;12;1;2;27;7;6;4;56;13;54;47;21;37;48;11
380;4;31;40;19;24;13;57;23;50;16;33;5;42;49;1;26;21;12;11;25
381;34;17;13;24;40;2;6;16;31;20;26;35;43;23;8;18;53;14;55;19
382;34;5;2;13;60;40;53;56;30;48;8;11;55;37;38;28;17;24;41;32
383;20;17;34;37;33;15;4;56;57;2;6;52;32;46;36;45;14;59;23;60
384;23;51;15;59;58;34;50;52;33;6;28;13;24;47;11;12;43;9;46;39
385;36;11;59;8;15;46;2;27;22;24;58;5;53;23;52;56;17;21;43;1
386;49;30;32;4;27;10;6;28;40;48;1;44;35;52;47;33;36;23;59;58
387;31;23;40;21;24;13;12;14;11;38;32;45;25;16;43;7;42;44;29;9
388;28;33;19;2;10;5;44;47;59;42;37;54;32;1;16;39;38;56;30;50
389;46;56;44;22;42;21;27;16;19;34;43;45;24;47;8;37;38;30;5;14
390;52;55;29;53;36;12;40;2;50;13;15;5;20;46;22;10;4;3;21;25
391;29;28;60;36;26;42;46;15;11;24;3;1;19;35;51;9;40;58;48;39
392;33;3;50;13;27;37;60;52;5;25;18;26;21;54;15;7;40;28;43;58
393;17;40;60;36;32;26;35;1;42;22;33;6;13;58;16;27;19;56;37;52
394;46;25;59;1;9;27;34;11;7;47;52;35;42;2;56;22;28;18;44;4
395;30;10;55;27;41;23;26;51;1;59;37;22;44;19;52;21;18;17;60;4
396;42;9;24;48;2;12;4;6;47;54;1;39;3;46;13;7;26;18;59;20
397;29;16;58;9;13;25;10;2;51;54;35;33;18;53;31;20;43;15;41;14
398;31;4;21;47;51;17;60;55;6;2;56;18;49;19;27;7;14;11;43;15
399;39;10;54;23;43;3;4;59;51;49;30;33;34;6;5;38;56;58;9;15
400;50;49;21;6;18;58;57;46;11;4;7;42;37;20;8;1;15;36;3;39
401;13;3;37;9;5;22;30;50;10;46;14;43;34;53;18;26;28;32;49;15
402;23;10;2;20;4;18;39;50;53;3;30;9;59;37;32;58;52;22;24;29
403;57;21;31;18;7;2;12;9;23;38;3;56;37;29;41;8;53;33;52;58
404;56;29;20;42;16;26;25;23;36;59;47;14;39;46;41;54;18;58;21;38
405;45;46;57;60;32;33;25;24;40;59;20;52;26;58;48;12;38;36;16;51
406;32;3;39;17;57;30;7;5;37;55;31;15;25;56;41;4;21;42;40;10
407;46;43;12;19;53;18;9;8;28;38;7;57;17;35;55;51;16;5;39;10
408;1;5;13;20;57;55;34;3;17;44;56;46;53;12;48;15;2;36;27;37
409;11;24;59;23;38;14;1;41;37;12;40;10;22;3;7;45;42;36;16;34
410;39;46;51;54;15;36;34;7;8;26;55;44;57;13;56;45;27;10;19;32
411;38;47;21;1;40;26;6;43;14;11;59;17;20;12;52;5;18;44;35;42
412;34;8;12;50;42;5;45;24;59;9;30;2;35;21;3;53;7;10;36;15
413;19;5;50;56;36;10;9;51;35;28;60;48;4;54;1;59;8;55;45;13
414;6;2;18;7;59;33;12;55;19;24;30;50;22;41;44;56;1;37;57;60
415;56;45;6;44;24;13;41;40;50;60;58;16;7;3;59;12;34;33;47;2
416;44;26;21;38;31;58;6;16;52;45;28;9;35;5;25;20;42;2;49;47
417;16;10;21;3;45;5;1;13;43;51;22;2;30;20;53;60;32;14;56;12
418;57;43;47;26;13;33;2;17;5;20;21;8;59;34;44;54;46;50;9;22
419;60;39;24;23;26;4;40;47;34;3;56;42;7;31;48;13;19;38;51;27
420;54;20;9;45;17;3;22;6;40;37;44;13;12;47;28;36;15;14;46;11
421;14;18;23;44;56;39;29;58;54;10;60;6;13;47;33;59;24;28;21;55
422;6;38;18;52;7;16;33;25;45;36;57;58;26;22;43;51;47;53;2;24
423;50;55;10;11;5;56;43;17;8;42;21;30;19;59;57;32;18;4;24;14
424;47;15;35;55;13;8;23;14;22;11;38;39;3;40;16;19;53;18;33;9
425;50;55;32;43;57;6;18;31;45;9;1;58;20;12;42;21;10;5;11;34
426;46;42;3;53;39;8;27;24;13;51;25;28;5;11;33;44;45;23;60;20
427;40;2;35;44;30;6;43;54;50;26;5;25;45;13;53;8;29;59;20;3
428;7;43;60;52;17;15;26;41;8;59;18;45;34;11;51;40;1;4;44;23
429;7;28;48;19;26;35;6;43;8;5;14;60;46;56;50;34;53;9;20;31
430;1;12;60;8;47;18;56;34;29;52;35;59;20;38;54;41;39;13;4;22
431;42;22;13;59;16;2;8;51;54;43;9;48;12;33;52;28;5;7;53;46
432;43;27;57;20;25;52;23;21;58;41;50;55;36;33;44;56;13;1;16;49
433;37;48;23;52;1;40;22;59;51;41;21;33;60;7;57;50;58;15;55;2
434;23;16;35;6;38;10;33;22;57;59;53;46;32;25;1;44;3;34;9;18
435;4;20;56;22;25;41;9;29;34;51;50;47;49;32;35;16;59;12;15;44
436;20;18;41;16;53;57;59;36;5;11;39;47;25;45;34;60;4;9;26;15
437;36;40;42;27;30;55;39;8;1;53;59;6;38;46;48;13;28;24;31;11
438;54;44;39;49;45;35;7;48;15;4;38;43;20;41;10;17;6;14;52;25
439;26;4;2;37;29;5;58;55;43;25;34;48;54;39;44;31;47;42;50;1
440;8;19;5;55;3;29;17;54;18;23;20;59;10;40;60;13;58;36;12;42
441;35;22;31;19;47;59;3;20;1;13;23;58;16;45;39;12;54;48;5;56
442;16;60;49;58;24;39;59;55;51;40;31;28;21;8;43;2;15;44;7;42
443;36;20;45;14;43;11;48;17;3;60;19;28;12;9;29;34;13;54;46;5
444;34;17;2;40;28;11;38;20;45;31;35;50;58;53;44;42;9;37;47;46
445;9;28;51;13;43;48;40;37;59;21;19;7;53;39;33;12;60;35;22;56
446;18;29;41;1;7;12;4;54;13;31;40;44;10;17;53;14;11;20;30;25
447;3;48;35;55;45;38;47;31;12;18;30;20;5;24;57;4;26;53;50;34
448;34;43;9;33;51;39;59;53;21;20;10;42;3;54;58;49;16;24;50;17
449;26;56;32;34;37;48;31;41;13;18;11;25;8;28;42;24;38;23;17;58
450;41;48;1;40;9;29;31;4;19;38;15;43;42;16;36;34;50;39;59;44
451;35;14;36;31;30;42;11;4;8;7;38;51;23;25;2;28;26;54;53;37
452;12;44;31;60;4;35;58;25;50;14;3;30;39;43;38;13;9;11;54;27
453;48;13;12;22;4;40;36;7;38;25;51;5;52;11;27;6;59;20;57;35
454;40;17;39;22;38;50;41;55;23;11;12;29;49;43;48;24;35;54;30;57
455;4;60;50;26;42;43;33;17;44;58;3;59;56;47;57;55;32;28;27;34
456;31;42;7;41;39;23;15;32;60;4;10;53;2;51;48;44;27;25;57;37
457;24;42;11;51;17;59;3;20;38;21;4;48;31;2;57;13;43;45;49;58
458;58;25;28;29;56;36;30;27;12;7;34;18;50;47;37;54;20;40;45;43
459;57;37;15;60;54;39;28;30;48;20;55;41;51;44;43;3;4;52;8;59
460;16;20;34;31;32;55;48;47;49;9;44;8;21;42;28;19;39;41;10;3
461;17;47;16;56;48;4;15;11;23;40;1;51;7;10;32;24;29;59;44;31
462;8;44;39;11;22;53;48;33;17;5;16;34;2;1;25;50;40;24;60;27
463;40;8;6;20;11;48;18;51;31;13;17;32;50;36;33;59;60;16;30;28
464;56;51;15;30;27;39;12;13;43;44;5;35;45;48;52;7;10;23;33;25
465;19;35;38;59;18;45;43;46;12;11;32;30;39;47;7;44;56;14;48;53
466;16;24;41;22;34;23;2;35;32;44;57;28;42;13;26;37;5;60;48;40
467;24;17;59;56;54;31;15;58;51;21;1;35;26;27;30;12;3;2;13;8
468;47;9;58;31;45;21;11;18;53;29;26;42;48;19;1;38;27;57;37;52
469;36;3;26;55;9;25;24;17;16;11;35;32;2;12;44;45;20;28;15;40
470;2;14;55;37;43;11;26;12;47;32;8;39;51;30;48;38;16;18;44;21
471;49;21;19;50;36;58;47;18;54;29;40;3;53;57;12;20;44;22;46;35
472;10;47;60;50;7;46;14;16;52;28;37;9;55;40;15;41;30;34;43;49
473;33;10;50;22;26;27;28;4;35;45;19;49;29;54;36;30;48;40;34;58
474;44;59;42;26;56;49;4;10;11;32;51;60;5;52;35;53;18;39;17;22
475;4;57;26;29;12;20;34;21;14;17;27;58;42;54;3;33;30;23;22;43
476;40;13;54;17;41;20;55;52;30;7;25;56;53;23;14;37;6;24;10;16
477;38;52;31;10;44;7;6;49;24;26;40;11;3;13;34;12;23;17;56;48
478;52;46;30;59;4;16;20;25;49;45;28;42;23;21;43;48;51;56;15;55
479;52;44;42;59;48;57;53;54;41;38;27;39;37;7;3;50;24;22;2;17
480;5;55;51;4;45;41;27;44;29;58;33;19;53;39;40;54;32;25;36;56
481;45;51;60;8;56;5;54;24;10;28;19;27;26;2;59;31;1;7;15;46
482;15;40;50;46;56;49;33;10;17;20;18;13;11;2;9;5;29;12;22;43
483;60;31;21;47;4;43;56;24;30;3;8;9;32;52;18;17;34;13;6;27
484;31;54;50;33;22;20;43;45;41;25;58;35;39;55;7;32;56;15;38;11
485;3;54;51;36;11;13;30;23;17;12;32;42;5;39;31;1;38;58;18;22
486;21;57;15;31;50;2;26;29;19;41;38;25;13;10;39;49;56;12;44;5
487;15;34;43;3;55;53;10;27;36;49;60;17;5;56;9;42;12;47;50;51
488;19;11;31;34;15;20;37;33;3;8;56;41;13;40;7;60;28;30;49;36
489;50;14;54;56;3;32;1;52;12;39;60;48;35;47;30;29;53;58;33;19
490;22;56;32;12;10;55;43;47;37;18;3;27;8;51;46;29;23;1;20;44
491;28;45;42;12;6;46;38;41;9;49;54;2;34;13;4;31;36;39;11;21
492;38;29;21;17;14;48;11;41;58;50;54;31;2;9;42;12;1;51;18;13
493;45;36;11;51;5;24;47;3;17;57;34;28;33;49;31;42;26;38;59;54
494;43;48;42;57;18;41;39;10;7;21;22;54;12;6;34;37;49;50;33;9
495;43;49;8;32;10;48;50;55;52;53;27;14;34;13;51;18;38;1;15;37
496;44;57;23;54;41;56;42;43;2;15;51;37;29;14;19;36;25;58;38;28
497;22;26;51;52;55;46;35;4;41;30;53;23;25;19;56;8;48;11;37;58
498;57;13;36;20;50;30;21;40;31;25;15;14;1;24;19;52;11;46;54;2
499;30;34;32;20;14;10;27;8;7;23;47;51;15;48;42;57;3;9;53;5
500;33;15;25;5;2;51;28;42;44;23;39;57;8;20;49;13;55;60;30;52
501;36;45;58;39;59;52;56;41;50;40;30;20;23;37;33;9;53;44;47;5
502;35;49;47;21;50;32;24;56;18;48;9;33;16;57;29;37;14;5;60;26
503;29;56;59;43;57;2;42;47;60;39;48;33;28;45;31;23;41;21;35;3
504;11;22;25;3;28;49;18;36;59;27;42;15;2;7;53;50;17;40;44;51
505;3;22;48;35;10;2;43;25;4;42;46;34;1;11;18;51;9;56;38;19
506;39;13;45;41;49;25;15;55;24;7;33;38;27;21;17;26;12;44;34;58
507;1;40;37;6;32;44;54;7;5;20;22;36;47;23;58;16;15;57;19;29
508;50;55;20;33;58;36;27;24;59;9;29;38;17;26;22;37;49;48;15;21
509;42;9;32;11;22;36;4;28;52;3;43;59;35;24;27;56;16;6;54;7
510;26;45;15;50;7;18;29;38;33;22;46;32;27;34;20;5;16;24;42;31
511;39;31;30;27;10;29;55;33;19;43;25;24;21;12;57;51;14;50;46;49
512;42;40;51;1;16;15;11;39;31;56;30;35;3;46;36;44;55;37;10;9
513;14;31;23;25;4;39;43;12;33;52;55;29;44;9;22;26;2;5;15;20
514;52;26;18;4;5;25;15;49;22;20;8;50;7;43;60;24;37;40;23;56
515;20;6;8;44;26;30;17;49;42;54;9;22;51;12;33;38;31;60;7;27
516;18;43;40;7;25;45;32;44;6;51;24;58;11;56;8;46;36;27;34;35
517;32;17;50;41;33;42;20;24;14;53;54;8;45;59;13;26;58;22;11;28
518;35;4;58;7;57;50;55;13;47;25;37;18;34;5;42;16;31;52;32;27
519;26;4;23;30;34;24;57;6;7;31;39;40;15;32;58;56;20;59;54;22
520;52;42;47;13;20;34;19;17;28;10;2;57;32;38;44;1;18;29;45;22
521;6;43;52;48;27;44;51;11;46;2;25;18;4;31;16;13;58;47;1;32
522;40;46;23;26;5;1;31;24;12;32;51;45;49;27;58;60;13;10;3;34
523;60;59;13;49;29;22;53;50;10;35;51;46;33;41;58;36;56;19;11;34
524;43;30;29;55;36;52;32;25;5;27;22;23;56;26;1;19;18;44;38;39
525;34;33;47;48;21;9;55;1;53;44;60;32;42;39;58;20;31;19;28;46
526;21;18;47;56;9;31;37;30;32;38;12;26;10;5;33;11;58;27;43;28
527;35;29;56;48;7;25;18;52;10;21;60;44;22;37;45;17;14;6;59;15
528;33;46;32;21;14;16;30;37;56;20;7;18;38;44;55;17;50;10;19;47
529;14;23;12;5;52;37;43;30;55;16;34;7;48;15;31;4;6;59;33;56
530;37;55;24;60;16;17;18;58;25;3;57;22;27;46;1;6;56;4;21;8
531;5;21;10;8;34;42;46;3;53;48;22;60;12;44;35;51;11;39;1;32
532;8;43;15;13;23;54;27;4;60;21;18;20;38;25;28;51;24;7;47;57
533;23;42;50;45;41;14;52;7;12;1;26;10;6;60;48;59;40;27;55;29
534;41;34;59;56;46;22;43;55;29;8;49;60;11;37;24;51;7;50;14;47
535;23;9;11;37;52;10;34;2;54;4;60;26;1;27;13;35;7;50;22;32
536;51;26;43;23;29;60;9;40;13;8;10;41;45;37;57;58;6;24;4;21
537;35;15;17;59;57;9;53;19;33;48;23;36;42;7;49;45;46;16;32;14
538;52;34;1;36;37;47;59;54;30;2;19;20;56;28;48;22;25;50;13;18
539;20;6;57;42;59;7;58;22;8;47;40;30;54;48;39;60;13;2;45;49
540;21;39;11;52;43;59;17;14;45;47;44;48;7;33;23;26;50;12;10;35
541;54;52;8;47;60;42;21;37;58;13;55;23;1;40;25;48;6;17;2;19
542;27;22;53;26;43;41;9;16;39;46;55;14;34;40;29;28;50;23;44;10
543;34;27;24;3;32;14;60;51;37;7;43;45;44;26;56;19;22;30;38;53
544;8;27;32;46;35;31;22;13;9;19;37;1;48;20;23;59;36;57;42;26
545;16;44;7;13;19;12;43;21;42;45;32;57;31;22;51;55;26;24;60;30
546;20;2;32;53;42;7;33;10;58;46;22;24;41;11;31;34;40;55;3;5
547;43;3;33;20;45;56;22;6;25;50;5;7;23;47;30;54;40;46;53;15
548;3;51;29;56;30;19;37;35;15;47;60;20;6;33;8;1;32;48;45;4
549;33;43;8;21;1;28;50;45;22;27;11;38;18;39;31;24;6;44;40;47
550;2;50;18;7;32;5;49;3;42;40;37;57;48;36;20;22;53;19;45;13
551;47;32;5;30;23;17;22;55;40;11;39;56;59;35;28;31;50;16;33;20
552;1;50;2;42;46;13;10;7;37;45;4;16;23;15;24;8;6;39;36;33
553;6;50;36;58;40;10;41;47;28;7;8;37;16;27;38;33;54;51;20;21
554;11;33;14;20;51;43;52;34;23;17;38;27;48;18;12;29;21;24;32;2
555;44;17;53;36;19;13;54;16;27;9;12;24;2;51;3;39;42;10;56;49
556;13;44;36;35;60;17;50;59;22;9;34;40;38;1;23;2;19;56;11;48
557;6;36;18;47;10;26;16;27;20;59;54;1;9;51;56;8;52;15;4;22
558;35;60;8;37;55;11;48;16;54;29;50;14;53;57;46;2;1;19;31;52
559;52;33;2;24;16;40;55;29;49;5;38;56;3;58;10;47;42;46;19;14
560;25;13;47;44;58;7;3;22;43;6;32;12;4;48;45;10;52;5;55;27
561;50;42;7;27;51;18;39;44;47;4;23;25;49;16;3;30;6;21;59;38
562;54;14;10;3;27;28;38;55;46;49;19;44;42;12;59;43;51;26;45;57
563;4;3;56;17;35;6;38;15;28;20;2;34;8;30;27;12;41;1;50;46
564;3;60;39;19;4;28;35;40;13;33;59;45;12;37;53;49;30;57;42;8
565;39;15;31;3;48;10;13;46;28;40;33;47;43;41;25;9;57;54;38;18
566;20;55;40;41;1;30;19;5;33;37;3;51;34;16;54;45;11;7;43;8
567;24;50;31;32;20;44;7;54;46;11;5;57;2;16;45;27;42;51;59;22
568;28;34;31;1;56;25;52;33;26;53;40;49;42;17;18;30;24;55;43;36
569;21;35;1;18;39;26;9;52;49;51;34;4;50;42;28;53;38;11;45;54
570;58;11;51;14;55;28;41;17;45;59;19;46;1;38;54;35;34;47;27;48
571;21;35;1;31;51;34;16;38;44;20;42;2;13;17;3;4;54;7;52;45
572;30;28;48;24;1;27;9;56;54;20;8;43;52;46;31;55;26;40;44;39
573;57;58;48;22;20;25;10;8;32;19;6;14;5;3;26;37;15;46;13;27
574;46;30;52;32;36;60;45;39;48;23;44;31;24;33;4;3;26;56;1;14
575;12;33;20;55;36;56;4;24;54;32;59;46;34;3;52;58;7;41;8;42
576;33;28;11;5;10;34;15;25;46;50;52;49;14;4;47;57;17;21;9;55
577;57;2;43;33;9;36;22;13;38;15;45;24;58;37;32;8;52;3;1;21
578;24;31;34;23;43;9;47;16;42;20;38;14;7;28;15;60;11;58;55;45
579;5;30;17;12;52;6;4;18;35;1;55;54;47;28;13;33;25;46;32;44
580;33;32;51;6;41;9;46;26;10;23;18;14;57;52;28;39;11;50;34;49
581;51;17;2;50;45;32;46;54;5;33;34;39;31;11;29;56;49;37;7;27
582;29;32;9;44;14;8;57;11;48;38;17;35;49;7;51;53;2;27;54;6
583;13;14;51;43;57;9;55;28;6;48;39;24;36;47;11;23;8;5;20;38
584;35;24;18;53;1;47;40;51;45;44;10;31;12;3;23;46;39;16;28;43
585;29;54;9;23;20;55;33;11;21;1;53;26;39;13;52;57;17;5;40;43
586;59;9;4;28;29;46;11;47;44;45;31;56;34;26;15;23;42;22;49;60
587;30;4;40;43;59;39;23;18;37;56;55;33;31;36;50;24;25;16;10;12
588;1;26;48;54;29;51;24;56;18;19;5;14;17;13;25;42;43;21;45;50
589;44;56;60;43;46;31;59;19;48;13;47;14;9;32;20;45;12;27;37;36
590;20;58;53;56;4;34;36;49;50;7;6;2;8;51;32;59;22;57;44;16
591;50;18;12;52;39;44;57;30;17;26;53;20;7;47;46;40;43;6;56;22
592;47;10;9;49;32;50;7;34;3;14;12;56;20;21;55;35;42;38;25;27
593;40;37;52;18;23;53;3;56;59;36;4;44;9;45;47;55;32;33;28;8
594;24;17;42;26;49;48;46;59;43;10;4;52;37;7;6;23;22;47;34;9
595;38;22;6;34;31;39;12;50;25;21;20;27;9;37;11;33;30;24;7;45
596;57;43;56;58;8;42;25;24;6;13;47;51;41;32;33;38;11;1;12;7
597;16;5;38;47;48;14;23;2;37;10;42;4;44;59;19;15;27;28;58;30
598;32;20;26;7;30;14;57;51;38;19;59;56;41;36;58;8;50;42;52;31
599;17;50;14;45;37;6;40;29;52;24;47;38;41;15;35;28;19;58;36;55
600;18;54;14;20;6;49;38;50;26;3;46;8;15;39;52;44;58;42;2;35
601;4;35;2;55;9;31;50;5;33;51;29;24;36;1;38;6;23;25;27;16
602;38;52;31;2;24;56;11;7;59;13;25;54;22;27;5;60;1;55;46;32
603;33;59;9;32;21;58;18;54;25;35;7;28;53;8;50;31;49;5;52;1
604;2;21;39;46;41;3;58;25;49;28;44;4;7;16;17;13;34;50;47;33
605;10;39;19;28;56;4;43;45;20;54;6;53;38;15;51;18;3;13;22;34
606;13;35;26;25;37;58;60;40;20;17;41;45;56;50;55;51;31;38;23;1
607;23;52;1;4;30;6;47;16;38;18;12;39;60;5;26;51;41;17;25;28
608;55;59;8;35;37;42;30;10;2;16;57;29;36;38;31;40;43;48;17;26
609;29;6;55;7;59;34;27;23;36;52;48;26;28;33;24;21;53;5;16;45
610;30;28;16;10;26;27;41;48;17;35;34;50;45;60;38;43;40;6;24;56
611;59;22;11;55;12;10;17;25;35;54;8;21;43;51;15;31;27;14;28;33
612;33;56;41;2;37;44;19;43;5;23;35;21;52;8;38;36;32;11;20;3
613;55;58;39;56;48;50;4;6;20;7;54;44;51;16;2;28;12;14;17;53
614;6;22;46;51;32;26;40;7;11;58;54;43;10;35;33;37;8;30;2;27
615;26;19;46;40;44;48;32;33;15;37;17;34;43;13;52;39;56;22;30;31
616;25;51;38;10;47;21;8;54;57;6;2;58;4;30;59;44;42;34;5;12
617;30;9;21;50;32;31;14;58;56;33;24;12;7;19;4;40;28;42;57;35
618;59;47;33;5;50;7;25;6;1;2;15;24;51;46;20;10;41;49;23;45
619;38;53;1;24;54;39;30;19;34;58;46;25;3;6;36;45;26;56;12;17
620;30;15;13;28;25;12;5;10;39;26;6;43;32;19;18;9;44;7;11;42
621;40;2;39;49;24;19;44;32;5;42;12;47;30;27;59;37;57;11;20;26
622;47;3;31;59;36;44;48;19;38;14;23;40;30;8;53;15;10;6;28;11
623;45;29;35;27;20;28;22;51;9;23;60;39;32;49;4;34;25;11;33;7
624;40;15;13;9;53;36;10;7;25;29;42;21;47;5;3;51;44;17;24;43
625;39;54;51;46;5;15;24;4;1;12;27;3;26;41;21;55;29;35;14;22
626;18;33;22;24;13;27;11;5;32;55;46;14;29;39;40;57;58;44;47;3
627;13;57;52;47;23;28;38;30;32;5;51;26;9;39;43;37;10;8;45;14
628;23;49;38;46;11;42;29;25;54;14;26;60;34;22;35;21;27;45;58;51
629;9;54;5;40;26;47;13;49;11;14;51;45;35;60;17;21;19;22;41;52
630;48;4;21;15;25;23;35;60;19;32;57;33;42;8;17;38;44;37;28;47
631;48;8;37;35;40;16;23;2;55;30;43;39;45;56;60;5;28;27;51;12
632;41;6;22;29;12;54;46;14;26;28;8;53;34;24;51;50;5;23;7;59
633;49;38;15;14;40;37;58;36;17;32;27;5;28;52;53;57;31;51;2;34
634;6;51;27;38;46;31;14;19;48;37;1;2;60;39;16;22;20;40;47;9
635;48;25;33;42;1;46;35;44;60;24;17;10;26;5;20;12;43;56;22;9
636;13;6;1;12;27;2;40;7;44;24;60;9;35;23;14;19;32;20;30;54
637;60;55;47;24;7;41;34;19;2;57;16;38;21;44;20;40;32;42;51;8
638;57;23;29;47;43;55;36;48;56;53;33;24;45;17;14;38;21;13;46;27
639;60;55;39;36;11;57;28;6;58;14;15;19;1;30;21;59;31;54;8;29
640;57;26;41;24;28;46;52;59;50;47;13;23;33;29;55;10;39;32;27;9
641;3;26;51;31;53;11;6;37;27;30;32;44;36;56;19;28;23;10;7;24
642;3;31;26;30;35;39;7;23;46;17;53;49;51;1;42;47;15;16;50;54
643;38;30;51;1;28;4;36;39;56;6;16;11;26;3;18;34;57;60;35;29
644;56;17;34;19;8;33;60;51;20;26;46;47;23;25;13;2;57;38;12;16
645;16;46;60;52;10;21;48;24;44;12;14;26;5;49;20;31;3;50;54;28
646;45;40;23;50;17;31;52;3;60;57;51;11;20;5;27;53;28;12;56;19
647;51;29;50;59;14;9;39;20;49;35;41;34;4;21;18;54;1;12;45;25
648;3;59;17;41;26;25;16;43;22;45;20;14;58;18;55;44;24;51;23;49
649;15;57;14;42;1;49;60;47;8;59;48;40;5;21;25;39;19;53;23;4
650;48;13;36;21;29;11;14;28;57;46;19;18;23;5;10;2;3;4;45;35
651;34;45;29;22;19;54;30;7;47;5;31;60;42;56;57;38;27;15;18;21
652;32;11;46;25;41;49;51;28;48;31;57;30;42;34;5;40;12;16;20;47
653;60;38;51;47;24;20;27;52;14;45;2;23;35;54;4;17;44;42;28;46
654;14;59;34;16;37;7;3;60;2;11;54;48;45;57;56;31;39;33;24;15
655;42;28;20;48;31;41;22;50;47;9;59;11;37;24;45;53;23;35;57;46
